,minutes_watched,clv,clv_wins,region,channel
829,69.0,119.0,119.0,Rest_of_the_world,LinkedIn
830,264.0,151.41,151.41,USA/Canada/As,LinkedIn
831,10.0,151.0,151.0,Rest_of_the_world,LinkedIn
832,35.0,77.3,77.3,Rest_of_the_world,YouTube
833,98.0,142.05,142.05,West_EU,LinkedIn
834,218.0,118.55,118.55,USA/Canada/As,LinkedIn
835,24860.0,151.03,151.03,Rest_of_the_world,Other
836,402.0,119.0,119.0,Rest_of_the_world,LinkedIn
837,4378.0,348.0,281.105,USA/Canada/As,Other
838,859.0,144.45,144.45,West_EU,YouTube
839,168.0,119.0,119.0,Rest_of_the_world,Instagram
840,713.0,149.99,149.99,West_EU,LinkedIn
841,1462.0,62.58,62.58,Rest_of_the_world,LinkedIn
842,188.0,62.58,62.58,Rest_of_the_world,Facebook
843,153.0,137.99,137.99,USA/Canada/As,Google
844,1181.0,62.58,62.58,Rest_of_the_world,YouTube
845,2108.0,64.8,64.8,USA/Canada/As,Other
846,192.0,119.0,119.0,USA/Canada/As,Google
847,2902.0,119.0,119.0,USA/Canada/As,YouTube
848,318.0,62.58,62.58,Rest_of_the_world,LinkedIn
849,72.0,63.63,63.63,Rest_of_the_world,Facebook
850,329.0,19.0,19.0,Rest_of_the_world,Friend
851,529.0,78.87,78.87,Rest_of_the_world,LinkedIn
852,78.0,121.0,121.0,Rest_of_the_world,LinkedIn
853,1056.0,119.0,119.0,USA/Canada/As,LinkedIn
854,466.0,138.77,138.77,USA/Canada/As,YouTube
855,569.0,119.0,119.0,USA/Canada/As,LinkedIn
856,923.0,143.19,143.19,West_EU,YouTube
857,1032.0,145.76,145.76,Rest_of_the_world,Instagram
858,13059.0,119.0,119.0,Rest_of_the_world,YouTube
859,1860.0,118.72,118.72,USA/Canada/As,YouTube
860,1215.0,149.99,149.99,Rest_of_the_world,Facebook
861,0.0,119.01,119.01,USA/Canada/As,LinkedIn
862,3941.0,19.0,19.0,Rest_of_the_world,LinkedIn
863,197.0,119.0,119.0,USA/Canada/As,YouTube
864,1419.0,62.58,62.58,Rest_of_the_world,LinkedIn
865,559.0,34.2,34.2,Rest_of_the_world,LinkedIn
866,202.0,119.0,119.0,Rest_of_the_world,LinkedIn
867,479.0,62.58,62.58,Rest_of_the_world,Friend
868,0.0,118.61,118.61,USA/Canada/As,YouTube
869,37.0,119.0,119.0,Rest_of_the_world,LinkedIn
870,574.0,119.0,119.0,Rest_of_the_world,LinkedIn
871,888.0,62.58,62.58,Rest_of_the_world,LinkedIn
872,27.0,119.0,119.0,USA/Canada/As,LinkedIn
873,379.0,119.0,119.0,Rest_of_the_world,Friend
874,680.0,119.0,119.0,USA/Canada/As,YouTube
875,806.0,62.58,62.58,Rest_of_the_world,LinkedIn
876,9.0,119.0,119.0,USA/Canada/As,YouTube
877,476.0,119.0,119.0,USA/Canada/As,LinkedIn
878,807.0,119.0,119.0,USA/Canada/As,LinkedIn
879,431.0,62.58,62.58,Rest_of_the_world,LinkedIn
880,1211.0,119.0,119.0,USA/Canada/As,YouTube
881,155.0,119.0,119.0,USA/Canada/As,YouTube
882,683.0,138.0,138.0,USA/Canada/As,LinkedIn
883,284.0,119.0,119.0,USA/Canada/As,Google
884,654.0,62.58,62.58,Rest_of_the_world,LinkedIn
885,1269.0,151.03,151.03,Rest_of_the_world,Other
886,527.0,138.0,138.0,Rest_of_the_world,YouTube
887,3541.0,27.0,27.0,Rest_of_the_world,Google
888,814.0,62.58,62.58,Rest_of_the_world,LinkedIn
889,1233.0,119.0,119.0,USA/Canada/As,YouTube
890,189.0,119.0,119.0,Rest_of_the_world,LinkedIn
891,50.0,119.57,119.57,USA/Canada/As,Friend
892,96.0,62.58,62.58,Rest_of_the_world,Other
893,2440.0,62.58,62.58,Rest_of_the_world,LinkedIn
894,635.0,68.36,68.36,Rest_of_the_world,LinkedIn
895,1484.0,119.0,119.0,Rest_of_the_world,LinkedIn
896,973.0,119.0,119.0,USA/Canada/As,Other
897,852.0,36.0,36.0,USA/Canada/As,Other
898,1838.0,72.27,72.27,West_EU,Other
899,152.0,62.58,62.58,Rest_of_the_world,LinkedIn
900,222.0,173.63,173.63,West_EU,Google
901,123.0,27.0,27.0,USA/Canada/As,YouTube
902,1634.0,147.0,147.0,Rest_of_the_world,Other
903,167.0,63.63,63.63,Rest_of_the_world,LinkedIn
904,1673.0,56.79,56.79,Rest_of_the_world,Google
905,59.0,91.5,91.5,Rest_of_the_world,YouTube
906,448.0,62.58,62.58,Rest_of_the_world,Google
907,7029.0,160.03,160.03,Rest_of_the_world,Facebook
908,1121.0,91.5,91.5,Rest_of_the_world,LinkedIn
909,180.0,62.57,62.57,Rest_of_the_world,LinkedIn
910,248.0,144.47,144.47,West_EU,Google
911,515.0,56.72,56.72,Rest_of_the_world,LinkedIn
912,56.0,62.58,62.58,Rest_of_the_world,LinkedIn
913,4078.0,90.86,90.86,Rest_of_the_world,LinkedIn
914,965.0,119.0,119.0,Rest_of_the_world,Google
915,110.0,119.53,119.53,Rest_of_the_world,YouTube
916,2544.0,36.0,36.0,Rest_of_the_world,Google
917,1443.0,150.32,150.32,USA/Canada/As,LinkedIn
918,389.0,36.0,36.0,USA/Canada/As,Instagram
919,6671.0,299.75,281.105,West_EU,LinkedIn
920,3654.0,211.8,211.8,Rest_of_the_world,Friend
921,1470.0,119.0,119.0,USA/Canada/As,LinkedIn
922,603.0,62.58,62.58,Rest_of_the_world,Twitter
923,425.0,62.58,62.58,Rest_of_the_world,Friend
924,491.0,119.02,119.02,Rest_of_the_world,Friend
925,98.0,141.77,141.77,West_EU,LinkedIn
926,30357.0,40.85,40.85,Rest_of_the_world,Friend
927,215.0,62.58,62.58,USA/Canada/As,LinkedIn
928,886.0,119.0,119.0,Rest_of_the_world,LinkedIn
929,353.0,182.78,182.78,West_EU,Friend
930,832.0,62.58,62.58,Rest_of_the_world,LinkedIn
931,831.0,62.58,62.58,Rest_of_the_world,LinkedIn
932,3318.0,174.95,174.95,Rest_of_the_world,Instagram
933,5792.0,42.12,42.12,Rest_of_the_world,LinkedIn
934,218.0,62.58,62.58,Rest_of_the_world,Friend
935,265.0,121.0,121.0,USA/Canada/As,Instagram
936,6037.0,119.0,119.0,Rest_of_the_world,YouTube
937,560.0,118.46,118.46,USA/Canada/As,Google
938,1525.0,119.0,119.0,Rest_of_the_world,LinkedIn
939,387.0,167.67,167.67,West_EU,YouTube
940,1219.0,118.8,118.8,USA/Canada/As,LinkedIn
941,246.0,62.58,62.58,Rest_of_the_world,LinkedIn
942,1438.0,62.58,62.58,Rest_of_the_world,Facebook
943,269.0,119.0,119.0,USA/Canada/As,Other
944,3535.0,17.1,17.1,Rest_of_the_world,Google
945,378.0,186.13,186.13,Rest_of_the_world,Instagram
946,6783.0,122.67,122.67,USA/Canada/As,Other
947,118.0,119.0,119.0,USA/Canada/As,Google
948,991.0,118.58,118.58,USA/Canada/As,YouTube
949,38.0,141.64,141.64,West_EU,Twitter
950,6432.0,62.58,62.58,Rest_of_the_world,Twitter
951,5896.0,119.0,119.0,Rest_of_the_world,Other
952,17997.0,118.88,118.88,Rest_of_the_world,YouTube
953,44.0,62.58,62.58,Rest_of_the_world,LinkedIn
954,399.0,156.0,156.0,Rest_of_the_world,Friend
955,2.0,0.0,0.0,Rest_of_the_world,Facebook
956,437.0,118.65,118.65,USA/Canada/As,Friend
957,434.0,77.3,77.3,Rest_of_the_world,Twitter
958,101.0,62.58,62.58,Rest_of_the_world,YouTube
959,40.0,143.0,143.0,Rest_of_the_world,LinkedIn
960,445.0,164.0,164.0,Rest_of_the_world,YouTube
961,909.0,143.0,143.0,USA/Canada/As,Other
962,419.0,142.45,142.45,Rest_of_the_world,LinkedIn
963,368.0,119.0,119.0,Rest_of_the_world,LinkedIn
964,651.0,119.0,119.0,USA/Canada/As,LinkedIn
965,10442.0,62.58,62.58,Rest_of_the_world,Facebook
966,2140.0,62.58,62.58,Rest_of_the_world,Friend
967,177.0,62.58,62.58,Rest_of_the_world,Google
968,277.0,72.57,72.57,Rest_of_the_world,Friend
969,4396.0,119.0,119.0,USA/Canada/As,YouTube
970,373.0,118.42,118.42,Rest_of_the_world,LinkedIn
971,5.0,142.36,142.36,West_EU,Other
972,1717.0,62.58,62.58,Rest_of_the_world,Facebook
973,104.0,141.19,141.19,West_EU,Twitter
974,86.0,142.84,142.84,West_EU,LinkedIn
975,563.0,119.0,119.0,USA/Canada/As,YouTube
976,3784.0,34.2,34.2,Rest_of_the_world,Facebook
977,756.0,35.84,35.84,West_EU,YouTube
978,159.0,119.0,119.0,Rest_of_the_world,Twitter
979,1593.0,75.2,75.2,Rest_of_the_world,LinkedIn
980,325.0,119.0,119.0,USA/Canada/As,LinkedIn
981,10466.0,151.03,151.03,Rest_of_the_world,LinkedIn
982,616.0,25.2,25.2,USA/Canada/As,LinkedIn
983,648.0,119.0,119.0,Rest_of_the_world,Facebook
984,2751.0,148.78,148.78,Rest_of_the_world,Facebook
985,1056.0,62.58,62.58,Rest_of_the_world,Instagram
986,481.0,141.17,141.17,Rest_of_the_world,Friend
987,8620.0,48.6,48.6,USA/Canada/As,YouTube
988,0.0,62.58,62.58,West_EU,Google
989,1060.0,62.58,62.58,Rest_of_the_world,YouTube
990,376.0,96.99,96.99,Rest_of_the_world,Friend
991,689.0,25.5,25.5,Rest_of_the_world,Twitter
992,615.0,14.25,14.25,Rest_of_the_world,Friend
993,309.0,119.0,119.0,USA/Canada/As,Instagram
994,3436.0,31.16,31.16,Rest_of_the_world,Facebook
995,682.0,75.2,75.2,Rest_of_the_world,Friend
996,585.0,62.58,62.58,Rest_of_the_world,Google
997,222.0,62.58,62.58,Rest_of_the_world,Friend
998,38.0,62.58,62.58,Rest_of_the_world,Facebook
999,388.0,145.45,145.45,West_EU,LinkedIn
1000,2204.0,62.58,62.58,USA/Canada/As,Instagram
1001,163.0,131.81,131.81,USA/Canada/As,Friend
1002,559.0,17.1,17.1,Rest_of_the_world,Facebook
1003,1007.0,62.58,62.58,Rest_of_the_world,YouTube
1004,508.0,164.0,164.0,Rest_of_the_world,Friend
1005,227.0,62.58,62.58,Rest_of_the_world,YouTube
1006,654.0,62.58,62.58,Rest_of_the_world,Google
1007,166.0,130.0,130.0,Rest_of_the_world,LinkedIn
1008,12040.0,113.58,113.58,Rest_of_the_world,Google
1009,89.0,62.58,62.58,Rest_of_the_world,LinkedIn
1010,399.0,62.58,62.58,Rest_of_the_world,Facebook
1011,638.0,263.0,263.0,USA/Canada/As,Other
1012,6230.0,64.8,64.8,Rest_of_the_world,LinkedIn
1013,746.0,19.0,19.0,Rest_of_the_world,Friend
1014,1574.0,62.58,62.58,Rest_of_the_world,LinkedIn
1015,1545.0,119.0,119.0,USA/Canada/As,Google
1016,748.0,119.0,119.0,Rest_of_the_world,LinkedIn
1017,125.0,142.69,142.69,West_EU,Google
1018,1756.0,119.0,119.0,USA/Canada/As,Friend
1019,884.0,180.2,180.2,USA/Canada/As,LinkedIn
1020,7964.0,62.58,62.58,Rest_of_the_world,Other
1021,65.0,149.51,149.51,Rest_of_the_world,Other
1022,32.0,62.58,62.58,Rest_of_the_world,Twitter
1023,301.0,148.14,148.14,West_EU,LinkedIn
1024,400.0,119.0,119.0,Rest_of_the_world,Instagram
1025,4222.0,63.63,63.63,Rest_of_the_world,LinkedIn
1026,952.0,62.58,62.58,Rest_of_the_world,Other
1027,106.0,148.32,148.32,West_EU,Google
1028,34.0,8.0,8.0,Rest_of_the_world,LinkedIn
1029,782.0,63.63,63.63,Rest_of_the_world,Facebook
1030,553.0,62.58,62.58,West_EU,Google
1031,423.0,119.0,119.0,USA/Canada/As,YouTube
1032,646.0,62.58,62.58,Rest_of_the_world,Facebook
1033,297.0,62.58,62.58,Rest_of_the_world,Google
1034,189.0,62.58,62.58,Rest_of_the_world,Facebook
1035,2604.0,62.58,62.58,Rest_of_the_world,Other
1036,1205.0,142.87,142.87,West_EU,YouTube
1037,1154.0,119.07,119.07,USA/Canada/As,Facebook
1038,1164.0,62.58,62.58,Rest_of_the_world,Facebook
1039,588.0,82.04,82.04,Rest_of_the_world,LinkedIn
1040,4.0,119.0,119.0,USA/Canada/As,YouTube
1041,51.0,149.83,149.83,USA/Canada/As,Other
1042,50463.0,412.87,281.105,USA/Canada/As,Google
1043,909.0,62.58,62.58,Rest_of_the_world,Facebook
1044,2274.0,36.0,36.0,USA/Canada/As,Facebook
1045,3173.0,62.58,62.58,Rest_of_the_world,LinkedIn
1046,23522.0,222.75,222.75,Rest_of_the_world,LinkedIn
1047,7500.0,119.0,119.0,USA/Canada/As,YouTube
1048,60.0,119.0,119.0,USA/Canada/As,Google
1049,2610.0,389.51,281.105,USA/Canada/As,Google
1050,1404.0,62.58,62.58,Rest_of_the_world,YouTube
1051,660.0,62.58,62.58,Rest_of_the_world,YouTube
1052,1622.0,121.0,121.0,Rest_of_the_world,LinkedIn
1053,7320.0,33.25,33.25,Rest_of_the_world,Other
1054,1229.0,184.44,184.44,USA/Canada/As,Friend
1055,223.0,62.58,62.58,Rest_of_the_world,LinkedIn
1056,319.0,119.0,119.0,Rest_of_the_world,Friend
1057,3913.0,359.0,281.105,USA/Canada/As,Google
1058,498.0,62.52,62.52,Rest_of_the_world,LinkedIn
1059,8617.0,34.2,34.2,Rest_of_the_world,Twitter
1060,39971.0,119.0,119.0,USA/Canada/As,YouTube
1061,2450.0,19.0,19.0,Rest_of_the_world,Instagram
1062,8676.0,119.0,119.0,Rest_of_the_world,LinkedIn
1063,1043.0,62.58,62.58,Rest_of_the_world,Facebook
1064,1575.0,118.9,118.9,USA/Canada/As,LinkedIn
1065,1031.0,119.0,119.0,USA/Canada/As,YouTube
1066,1759.0,119.0,119.0,USA/Canada/As,YouTube
1067,945.0,62.58,62.58,Rest_of_the_world,Google
1068,463.0,64.8,64.8,Rest_of_the_world,YouTube
1069,1931.0,75.2,75.2,Rest_of_the_world,LinkedIn
1070,276.0,119.27,119.27,USA/Canada/As,Other
1071,242.0,118.9,118.9,USA/Canada/As,Friend
1072,137.0,118.97,118.97,USA/Canada/As,LinkedIn
1073,574.0,62.58,62.58,Rest_of_the_world,Facebook
1074,4372.0,62.58,62.58,Rest_of_the_world,Other
1075,494.0,1.0,1.0,Rest_of_the_world,Friend
1076,3729.0,62.58,62.58,Rest_of_the_world,Facebook
1077,284.0,119.0,119.0,Rest_of_the_world,Friend
1078,2019.0,34.2,34.2,Rest_of_the_world,LinkedIn
1079,816.0,62.57,62.57,Rest_of_the_world,LinkedIn
1080,672.0,119.0,119.0,USA/Canada/As,LinkedIn
1081,331.0,119.1,119.1,USA/Canada/As,Other
1082,30.0,119.0,119.0,Rest_of_the_world,LinkedIn
1083,691.0,62.58,62.58,Rest_of_the_world,LinkedIn
1084,287.0,119.0,119.0,Rest_of_the_world,LinkedIn
1085,326.0,62.58,62.58,Rest_of_the_world,LinkedIn
1086,2513.0,62.58,62.58,Rest_of_the_world,Friend
1087,1512.0,19.0,19.0,Rest_of_the_world,Instagram
1088,237.0,62.58,62.58,Rest_of_the_world,Facebook
1089,1187.0,62.58,62.58,Rest_of_the_world,Friend
1090,4718.0,62.58,62.58,Rest_of_the_world,YouTube
1091,0.0,63.63,63.63,Rest_of_the_world,Friend
1092,5408.0,45.9,45.9,USA/Canada/As,Instagram
1093,324.0,119.0,119.0,Rest_of_the_world,Friend
1094,5426.0,48.6,48.6,Rest_of_the_world,Other
1095,175.0,145.2,145.2,West_EU,Google
1096,109109.0,543.02,281.105,USA/Canada/As,Other
1097,1170.0,62.58,62.58,Rest_of_the_world,YouTube
1098,152.0,142.14,142.14,West_EU,Other
1099,987.0,119.0,119.0,Rest_of_the_world,Friend
1100,465.0,119.0,119.0,Rest_of_the_world,YouTube
1101,5522.0,82.63,82.63,Rest_of_the_world,Google
1102,454.0,142.82,142.82,West_EU,YouTube
1103,108.0,62.58,62.58,Rest_of_the_world,LinkedIn
1104,72.0,62.58,62.58,Rest_of_the_world,Facebook
1105,1306.0,194.36,194.36,USA/Canada/As,Twitter
1106,3106.0,62.58,62.58,Rest_of_the_world,Instagram
1107,136.0,62.58,62.58,Rest_of_the_world,LinkedIn
1108,1148.0,118.66,118.66,USA/Canada/As,Facebook
1109,211.0,27.0,27.0,USA/Canada/As,LinkedIn
1110,1876.0,174.17,174.17,USA/Canada/As,Google
1111,2096.0,119.0,119.0,Rest_of_the_world,LinkedIn
1112,330.0,119.0,119.0,USA/Canada/As,LinkedIn
1113,5337.0,50.06,50.06,Rest_of_the_world,LinkedIn
1114,312.0,119.0,119.0,Rest_of_the_world,Google
1115,2386.0,75.19,75.19,Rest_of_the_world,YouTube
1116,2601.0,293.0,281.105,USA/Canada/As,LinkedIn
1117,534.0,36.1,36.1,USA/Canada/As,LinkedIn
1118,2313.0,62.58,62.58,Rest_of_the_world,LinkedIn
1119,9.0,119.0,119.0,USA/Canada/As,LinkedIn
1120,109.0,119.0,119.0,USA/Canada/As,Google
1121,3959.0,62.58,62.58,Rest_of_the_world,Friend
1122,1925.0,62.58,62.58,Rest_of_the_world,LinkedIn
1123,976.0,138.16,138.16,Rest_of_the_world,LinkedIn
1124,1584.0,62.58,62.58,Rest_of_the_world,Facebook
1125,13.0,137.98,137.98,Rest_of_the_world,LinkedIn
1126,16.0,62.57,62.57,Rest_of_the_world,LinkedIn
1127,171.0,79.41,79.41,Rest_of_the_world,LinkedIn
1128,3380.0,43.89,43.89,West_EU,LinkedIn
1129,1254.0,143.53,143.53,West_EU,LinkedIn
1130,395.0,183.0,183.0,Rest_of_the_world,Friend
1131,2838.0,145.91,145.91,West_EU,LinkedIn
1132,3385.0,119.0,119.0,Rest_of_the_world,LinkedIn
1133,797.0,118.38,118.38,USA/Canada/As,LinkedIn
1134,622.0,62.57,62.57,Rest_of_the_world,YouTube
1135,5140.0,119.0,119.0,Rest_of_the_world,LinkedIn
1136,2501.0,119.0,119.0,Rest_of_the_world,LinkedIn
1137,1729.0,144.45,144.45,West_EU,Facebook
1138,5825.0,62.58,62.58,Rest_of_the_world,LinkedIn
1139,114.0,119.0,119.0,USA/Canada/As,Friend
1140,8802.0,80.37,80.37,Rest_of_the_world,LinkedIn
1141,345.0,36.0,36.0,Rest_of_the_world,Twitter
1142,495.0,62.57,62.57,Rest_of_the_world,Instagram
1143,10510.0,91.37,91.37,Rest_of_the_world,Friend
1144,280.0,62.58,62.58,Rest_of_the_world,YouTube
1145,1411.0,159.54,159.54,Rest_of_the_world,LinkedIn
1146,392.0,118.66,118.66,Rest_of_the_world,Friend
1147,1288.0,119.0,119.0,Rest_of_the_world,Google
1148,5331.0,142.06,142.06,Rest_of_the_world,Other
1149,1464.0,148.83,148.83,West_EU,Instagram
1150,154.0,143.95,143.95,West_EU,LinkedIn
1151,210.0,119.0,119.0,Rest_of_the_world,LinkedIn
1152,203.0,78.87,78.87,Rest_of_the_world,Friend
1153,798.0,141.0,141.0,West_EU,Google
1154,821.0,119.0,119.0,USA/Canada/As,Friend
1155,972.0,62.57,62.57,Rest_of_the_world,YouTube
1156,276.0,119.0,119.0,USA/Canada/As,Other
1157,180.0,147.12,147.12,West_EU,Google
1158,2008.0,119.24,119.24,Rest_of_the_world,Google
1159,2836.0,119.32,119.32,Rest_of_the_world,Google
1160,62.0,118.97,118.97,USA/Canada/As,YouTube
1161,998.0,72.57,72.57,Rest_of_the_world,LinkedIn
1162,29.0,119.0,119.0,Rest_of_the_world,Facebook
1163,1701.0,62.58,62.58,Rest_of_the_world,Twitter
1164,2828.0,340.25,281.105,Rest_of_the_world,YouTube
1165,222.0,62.58,62.58,Rest_of_the_world,Google
1166,2561.0,119.34,119.34,USA/Canada/As,LinkedIn
1167,3598.0,119.35,119.35,USA/Canada/As,LinkedIn
1168,188.0,62.58,62.58,Rest_of_the_world,YouTube
1169,351.0,91.5,91.5,Rest_of_the_world,Google
1170,1950.0,119.0,119.0,Rest_of_the_world,Google
1171,269.0,62.58,62.58,Rest_of_the_world,LinkedIn
1172,4385.0,119.9,119.9,USA/Canada/As,LinkedIn
1173,151.0,62.58,62.58,Rest_of_the_world,LinkedIn
1174,1049.0,62.58,62.58,Rest_of_the_world,LinkedIn
1175,446.0,64.8,64.8,Rest_of_the_world,Google
1176,290.0,63.63,63.63,Rest_of_the_world,Google
1177,1150.0,137.98,137.98,USA/Canada/As,Other
1178,645.0,119.08,119.08,Rest_of_the_world,Friend
1179,157.0,120.0,120.0,USA/Canada/As,LinkedIn
1180,368.0,119.0,119.0,Rest_of_the_world,Friend
1181,5580.0,146.92,146.92,West_EU,LinkedIn
1182,1143.0,91.5,91.5,Rest_of_the_world,LinkedIn
1183,26961.0,144.08,144.08,West_EU,LinkedIn
1184,167.0,119.0,119.0,USA/Canada/As,LinkedIn
1185,1680.0,9.5,9.5,Rest_of_the_world,Other
1186,327.0,119.0,119.0,USA/Canada/As,Twitter
1187,104.0,142.36,142.36,West_EU,LinkedIn
1188,20889.0,23.37,23.37,Rest_of_the_world,Google
1189,3054.0,144.87,144.87,West_EU,LinkedIn
1190,406.0,142.82,142.82,West_EU,LinkedIn
1191,8065.0,119.0,119.0,Rest_of_the_world,YouTube
1192,52.0,147.0,147.0,USA/Canada/As,Twitter
1193,413.0,119.0,119.0,USA/Canada/As,YouTube
1194,1357.0,119.0,119.0,Rest_of_the_world,Friend
1195,308.0,119.0,119.0,Rest_of_the_world,Twitter
1196,1657.0,119.0,119.0,USA/Canada/As,Friend
1197,1784.0,144.96,144.96,West_EU,LinkedIn
1198,1055.0,62.58,62.58,Rest_of_the_world,LinkedIn
1199,676.0,119.0,119.0,Rest_of_the_world,LinkedIn
1200,1309.0,36.0,36.0,Rest_of_the_world,Instagram
1201,1102.0,119.0,119.0,USA/Canada/As,YouTube
1202,2921.0,48.6,48.6,Rest_of_the_world,Twitter
1203,3838.0,62.58,62.58,USA/Canada/As,Friend
1204,2919.0,119.0,119.0,Rest_of_the_world,YouTube
1205,201.0,99.01,99.01,USA/Canada/As,Facebook
1206,2403.0,119.0,119.0,USA/Canada/As,LinkedIn
1207,142.0,119.0,119.0,USA/Canada/As,LinkedIn
1208,753.0,173.57,173.57,USA/Canada/As,YouTube
1209,5819.0,46.36,46.36,Rest_of_the_world,Google
1210,120.0,119.0,119.0,USA/Canada/As,Facebook
1211,2809.0,119.0,119.0,Rest_of_the_world,Friend
1212,131.0,119.0,119.0,Rest_of_the_world,Google
1213,47.0,119.0,119.0,USA/Canada/As,LinkedIn
1214,2333.0,62.58,62.58,Rest_of_the_world,Other
1215,106.0,72.57,72.57,Rest_of_the_world,LinkedIn
1216,785.0,84.14,84.14,Rest_of_the_world,Google
1217,7.0,62.58,62.58,Rest_of_the_world,LinkedIn
1218,1860.0,62.58,62.58,Rest_of_the_world,LinkedIn
1219,189.0,119.0,119.0,USA/Canada/As,LinkedIn
1220,300.0,119.0,119.0,USA/Canada/As,YouTube
1221,815.0,62.58,62.58,Rest_of_the_world,Twitter
1222,420.0,62.58,62.58,Rest_of_the_world,Facebook
1223,509.0,19.0,19.0,Rest_of_the_world,LinkedIn
1224,21.0,149.99,149.99,Rest_of_the_world,LinkedIn
1225,0.0,121.0,121.0,USA/Canada/As,Facebook
1226,95.0,119.0,119.0,USA/Canada/As,LinkedIn
1227,3915.0,240.0,240.0,USA/Canada/As,YouTube
1228,126.0,62.58,62.58,Rest_of_the_world,Facebook
1229,345.0,62.58,62.58,Rest_of_the_world,Facebook
1230,4118.0,119.0,119.0,USA/Canada/As,Google
1231,6767.0,144.43,144.43,Rest_of_the_world,LinkedIn
1232,118.0,62.58,62.58,Rest_of_the_world,Google
1233,24.0,164.0,164.0,USA/Canada/As,Other
1234,519.0,119.0,119.0,USA/Canada/As,YouTube
1235,14289.0,14.25,14.25,Rest_of_the_world,Google
1236,528.0,119.0,119.0,Rest_of_the_world,Friend
1237,261.0,78.87,78.87,Rest_of_the_world,LinkedIn
1238,15.0,63.63,63.63,Rest_of_the_world,Facebook
1239,4017.0,62.58,62.58,Rest_of_the_world,YouTube
1240,407.0,36.0,36.0,Rest_of_the_world,Friend
1241,713.0,143.0,143.0,USA/Canada/As,Other
1242,756.0,62.58,62.58,Rest_of_the_world,Facebook
1243,1666.0,25.65,25.65,West_EU,LinkedIn
1244,7625.0,62.58,62.58,Rest_of_the_world,LinkedIn
1245,628.0,36.0,36.0,Rest_of_the_world,Friend
1246,837.0,119.0,119.0,West_EU,Friend
1247,3.0,62.57,62.57,Rest_of_the_world,LinkedIn
1248,1494.0,62.58,62.58,USA/Canada/As,Other
1249,78.0,119.0,119.0,West_EU,LinkedIn
1250,189.0,174.0,174.0,Rest_of_the_world,Friend
1251,137.0,62.57,62.57,Rest_of_the_world,YouTube
1252,2220.0,146.56,146.56,West_EU,YouTube
1253,1557.0,180.91,180.91,West_EU,Google
1254,518.0,62.58,62.58,Rest_of_the_world,Friend
1255,1933.0,310.99,281.105,West_EU,LinkedIn
1256,8201.0,19.0,19.0,Rest_of_the_world,YouTube
1257,5221.0,62.58,62.58,Rest_of_the_world,Instagram
1258,1723.0,142.22,142.22,Rest_of_the_world,Google
1259,409.0,62.58,62.58,Rest_of_the_world,LinkedIn
1260,73258.0,62.58,62.58,Rest_of_the_world,LinkedIn
1261,529.0,119.0,119.0,Rest_of_the_world,LinkedIn
1262,192.0,63.63,63.63,Rest_of_the_world,Facebook
1263,2235.0,119.0,119.0,Rest_of_the_world,LinkedIn
1264,6127.0,174.0,174.0,Rest_of_the_world,Other
1265,138.0,91.5,91.5,Rest_of_the_world,Google
1266,542.0,19.0,19.0,Rest_of_the_world,Friend
1267,988.0,119.0,119.0,USA/Canada/As,Google
1268,5905.0,119.0,119.0,USA/Canada/As,Other
1269,248.0,119.34,119.34,USA/Canada/As,YouTube
1270,352.0,119.0,119.0,Rest_of_the_world,LinkedIn
1271,104.0,118.43,118.43,USA/Canada/As,YouTube
1272,664.0,119.02,119.02,Rest_of_the_world,LinkedIn
1273,10700.0,34.2,34.2,Rest_of_the_world,Friend
1274,46.0,119.0,119.0,USA/Canada/As,LinkedIn
1275,3245.0,72.57,72.57,Rest_of_the_world,Google
1276,326.0,62.57,62.57,Rest_of_the_world,Friend
1277,2388.0,62.58,62.58,Rest_of_the_world,Twitter
1278,626.0,119.0,119.0,USA/Canada/As,Other
1279,296.0,119.0,119.0,USA/Canada/As,LinkedIn
1280,324.0,119.23,119.23,USA/Canada/As,LinkedIn
1281,3146.0,62.58,62.58,Rest_of_the_world,Google
1282,156.0,62.58,62.58,Rest_of_the_world,Twitter
1283,7208.0,143.85,143.85,USA/Canada/As,LinkedIn
1284,544.0,62.75,62.75,Rest_of_the_world,LinkedIn
1285,695.0,119.0,119.0,Rest_of_the_world,Friend
1286,6522.0,118.78,118.78,USA/Canada/As,LinkedIn
1287,1024.0,70.24,70.24,USA/Canada/As,Friend
1288,1120.0,237.32,237.32,Rest_of_the_world,Friend
1289,1095.0,62.58,62.58,Rest_of_the_world,Instagram
1290,3976.0,62.58,62.58,Rest_of_the_world,Facebook
1291,4037.0,138.55,138.55,West_EU,LinkedIn
1292,156.0,348.0,281.105,Rest_of_the_world,Instagram
1293,440.0,201.73,201.73,Rest_of_the_world,Friend
1294,138.0,62.58,62.58,Rest_of_the_world,Twitter
1295,2317.0,59.04,59.04,USA/Canada/As,YouTube
1296,731.0,389.48,281.105,USA/Canada/As,Other
1297,85.0,62.63,62.63,Rest_of_the_world,Facebook
1298,9535.0,62.58,62.58,Rest_of_the_world,Facebook
1299,345.0,119.0,119.0,USA/Canada/As,Other
1300,579.0,119.0,119.0,USA/Canada/As,LinkedIn
1301,471.0,149.99,149.99,USA/Canada/As,Facebook
1302,377.0,119.0,119.0,Rest_of_the_world,Friend
1303,386.0,119.0,119.0,USA/Canada/As,Google
